SUMMARY_LEVEL,SUMMARY_LEVEL_2,COUNTRY_CODE,COUNTRY_NAME,COUNTRY_SUBCODE,GENERAL_VALUES_MONTH,GENERAL_VALUES_YEAR,DISTRICT,DISTRICT_NAME,MONTHLY_CONSUMPTION_VALUE,YEARLY_CONSUMPTION_VALUE,COMMODITY_DESCRIPTION,COMMODITY,YEAR,MONTH
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,MX,284104,2489959,-,TOTAL FOR ALL DISTRICTS,284104,2489959,Surgical Equipment,3006,2019,10
DET,HS,-,TOTAL FOR ALL COUNTRIES,-,440036188,3556681197,-,TOTAL FOR ALL DISTRICTS,440057907,3562565717,Surgical Equipment,3006,2019,10
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,287104163,3839734221,-,TOTAL FOR ALL DISTRICTS,287108655,3845623233,Surgical Equipment,3006,2019,11
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,CA,168762,1374634,-,TOTAL FOR ALL DISTRICTS,168762,1374634,Surgical Equipment,3006,2019,11
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,IL,53207,408515,-,TOTAL FOR ALL DISTRICTS,53207,408515,Surgical Equipment,3006,2019,11
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,MX,456157,2946116,-,TOTAL FOR ALL DISTRICTS,456157,2946116,Surgical Equipment,3006,2019,11
DET,HS,-,TOTAL FOR ALL COUNTRIES,-,287782289,3844463486,-,TOTAL FOR ALL DISTRICTS,287786781,3850352498,Surgical Equipment,3006,2019,11
DET,HS,-,TOTAL FOR ALL COUNTRIES,-,348804247,4193267733,-,TOTAL FOR ALL DISTRICTS,349169687,4199522185,Surgical Equipment,3006,2019,12
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,348421782,4188156003,-,TOTAL FOR ALL DISTRICTS,348787222,4194410455,Surgical Equipment,3006,2019,12
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,CA,24991,1399625,-,TOTAL FOR ALL DISTRICTS,24991,1399625,Surgical Equipment,3006,2019,12
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,IL,19967,428482,-,TOTAL FOR ALL DISTRICTS,19967,428482,Surgical Equipment,3006,2019,12
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,MX,337507,3283623,-,TOTAL FOR ALL DISTRICTS,337507,3283623,Surgical Equipment,3006,2019,12
