SUMMARY LEVEL,SUMMARY LEVEL 2,COUNTRY CODE,COUNTRY NAME,COUNTRY SUBCODE,GENERAL VALUES/MONTH,GENERAL VALUES/YEAR,DISTRICT,DISTRICT NAME,MONTHLY CONSUMPTION VALUE,YEARLY CONSUMPTION VALUE,COMMODITY DESCRIPTION,COMMODITY,YEAR,MONTH
DET,HSCYDT,5700,CHINA,-,0,81600,49,"SAN JUAN, PR",0,81600,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
DET,HSCYDT,5700,CHINA,-,36288,45196,52,"MIAMI, FL",36288,45196,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
DET,HSCYDT,5700,CHINA,-,43806,875309,53,"HOUSTON-GALVESTON, TX",43806,875309,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
DET,HSCYDT,5700,CHINA,-,168516,653421,55,"DALLAS-FORT WORTH, TX",168516,653421,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
DET,HSCYDT,5800,"KOREA, SOUTH",-,0,800,31,"ANCHORAGE, AK",0,800,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
DET,HSCYDT,5820,HONG KONG,-,0,1200,10,"NEW YORK CITY, NY",0,1200,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
DET,HSCYDT,5830,TAIWAN,-,35260,35260,20,"NEW ORLEANS, LA",35260,35260,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
DET,HSCYDT,5830,TAIWAN,-,0,259,27,"LOS ANGELES, CA",0,259,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
CGP,HSCYDT,5XXX,ASIA,-,0,657319,04,"BOSTON, MA",0,657319,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
CGP,HSCYDT,5XXX,ASIA,-,2313947,15594408,10,"NEW YORK CITY, NY",2313947,15594408,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
CGP,HSCYDT,5XXX,ASIA,-,0,470,11,"PHILADELPHIA, PA",0,470,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
CGP,HSCYDT,5XXX,ASIA,-,40943,919974,13,"BALTIMORE, MD",40943,919974,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
CGP,HSCYDT,5XXX,ASIA,-,0,89046,14,"NORFOLK, VA",0,89046,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
CGP,HSCYDT,5XXX,ASIA,-,0,15715,15,"WILMINGTON, NC",0,15715,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
CGP,HSCYDT,5XXX,ASIA,-,145299,2020190,16,"CHARLESTON, SC",145299,2020190,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
CGP,HSCYDT,5XXX,ASIA,-,653416,4749322,17,"SAVANNAH, GA",653416,4749322,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
CGP,HSCYDT,5XXX,ASIA,-,0,355503,18,"TAMPA, FL",0,355503,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
CGP,HSCYDT,5XXX,ASIA,-,94680,181200,19,"MOBILE, AL",94680,181200,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
CGP,HSCYDT,5XXX,ASIA,-,891414,1290281,20,"NEW ORLEANS, LA",891414,1290281,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
CGP,HSCYDT,5XXX,ASIA,-,155278,919455,23,"LAREDO, TX",155278,919455,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
CGP,HSCYDT,5XXX,ASIA,-,22426,50970,24,"EL PASO, TX",22426,50970,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
CGP,HSCYDT,5XXX,ASIA,-,170635,574992,25,"SAN DIEGO, CA",170635,574992,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
CGP,HSCYDT,5XXX,ASIA,-,122563,816783,26,"NOGALES, AZ",122563,816783,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
CGP,HSCYDT,5XXX,ASIA,-,13213746,34829592,27,"LOS ANGELES, CA",13213746,34829592,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
CGP,HSCYDT,5XXX,ASIA,-,3396391,17665059,28,"SAN FRANCISCO, CA",3396391,17703279,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
CGP,HSCYDT,5XXX,ASIA,-,0,16289,29,"COLUMBIA-SNAKE, OR",0,16289,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
CGP,HSCYDT,5XXX,ASIA,-,1323521,3020276,30,"SEATTLE, WA",1323521,3020276,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
CGP,HSCYDT,5XXX,ASIA,-,0,358065,31,"ANCHORAGE, AK",0,358065,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
CGP,HSCYDT,5XXX,ASIA,-,0,15362,32,"HONOLULU, HI",0,15362,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
CGP,HSCYDT,5XXX,ASIA,-,126563,1036235,35,"MINNEAPOLIS, MN",126563,1036235,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
CGP,HSCYDT,5XXX,ASIA,-,301475,1003575,37,"MILWAUKEE, WI",301475,1003575,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
CGP,HSCYDT,5XXX,ASIA,-,1100,2294,38,"DETROIT, MI",1100,2294,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
CGP,HSCYDT,5XXX,ASIA,-,1354614,10378117,39,"CHICAGO, IL",1354614,10378117,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
CGP,HSCYDT,5XXX,ASIA,-,388112,2323621,41,"CLEVELAND, OH",388112,2323621,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
CGP,HSCYDT,5XXX,ASIA,-,101742,833082,45,"ST. LOUIS, MO",101742,833082,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
CGP,HSCYDT,5XXX,ASIA,-,0,99501,49,"SAN JUAN, PR",0,99501,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
CGP,HSCYDT,5XXX,ASIA,-,36288,74716,52,"MIAMI, FL",36288,74716,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
CGP,HSCYDT,5XXX,ASIA,-,43806,875309,53,"HOUSTON-GALVESTON, TX",43806,875309,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
CGP,HSCYDT,5XXX,ASIA,-,168516,653421,55,"DALLAS-FORT WORTH, TX",168516,653421,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,0,657319,04,"BOSTON, MA",0,657319,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,2313947,15595576,10,"NEW YORK CITY, NY",2313947,15595576,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,0,470,11,"PHILADELPHIA, PA",0,470,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,40943,919974,13,"BALTIMORE, MD",40943,919974,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,0,89046,14,"NORFOLK, VA",0,89046,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,0,15715,15,"WILMINGTON, NC",0,15715,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,145299,2020190,16,"CHARLESTON, SC",145299,2020190,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,653416,4749322,17,"SAVANNAH, GA",653416,4749322,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,0,355503,18,"TAMPA, FL",0,355503,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,94680,181200,19,"MOBILE, AL",94680,181200,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,891414,1311802,20,"NEW ORLEANS, LA",891414,1311802,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,156188,922191,23,"LAREDO, TX",156188,922191,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,22426,50970,24,"EL PASO, TX",22426,50970,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,171066,576720,25,"SAN DIEGO, CA",171066,576720,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,154109,877805,26,"NOGALES, AZ",154109,877805,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,13213746,34829592,27,"LOS ANGELES, CA",13213746,34829592,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,3396391,17665059,28,"SAN FRANCISCO, CA",3396391,17703279,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,0,16289,29,"COLUMBIA-SNAKE, OR",0,16289,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,1323521,3020276,30,"SEATTLE, WA",1323521,3020276,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,0,358065,31,"ANCHORAGE, AK",0,358065,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,0,15362,32,"HONOLULU, HI",0,15362,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,126563,1036235,35,"MINNEAPOLIS, MN",126563,1036235,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,301475,1003575,37,"MILWAUKEE, WI",301475,1003575,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,1100,37223,38,"DETROIT, MI",1100,37223,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,1354614,10378117,39,"CHICAGO, IL",1354614,10378117,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,534286,3017372,41,"CLEVELAND, OH",534286,3017372,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,101742,833082,45,"ST. LOUIS, MO",101742,833082,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,0,99501,49,"SAN JUAN, PR",0,99501,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,37575,77103,52,"MIAMI, FL",37575,77103,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,43806,875309,53,"HOUSTON-GALVESTON, TX",43806,875309,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,168516,653421,55,"DALLAS-FORT WORTH, TX",168516,653421,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,06
CGP,HSCY,0003,EUROPEAN UNION,-,142962,850085,-,TOTAL FOR ALL DISTRICTS,142962,850085,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
CGP,HSCY,0014,PACIFIC RIM COUNTRIES,-,37175828,138136372,-,TOTAL FOR ALL DISTRICTS,37175828,138174592,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
CGP,HSCY,0017,CAFTA-DR,-,139795,139795,-,TOTAL FOR ALL DISTRICTS,139795,139795,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
CGP,HSCY,0020,NAFTA,-,2150,111882,-,TOTAL FOR ALL DISTRICTS,2150,111882,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
CGP,HSCY,0021,TWENTY LATIN AMERICAN REPUBLICS,-,139795,207668,-,TOTAL FOR ALL DISTRICTS,139795,207668,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
CGP,HSCY,0022,OECD,-,166767,984422,-,TOTAL FOR ALL DISTRICTS,166767,984422,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
CGP,HSCY,0023,NATO,-,145467,896836,-,TOTAL FOR ALL DISTRICTS,145467,896836,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
CGP,HSCY,0024,LAFTA,-,0,65486,-,TOTAL FOR ALL DISTRICTS,0,65486,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
CGP,HSCY,0025,EURO AREA,-,142962,850085,-,TOTAL FOR ALL DISTRICTS,142962,850085,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
CGP,HSCY,0026,APEC,-,37228338,138758212,-,TOTAL FOR ALL DISTRICTS,37228338,138796432,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
CGP,HSCY,0027,ASEAN,-,295326,2011043,-,TOTAL FOR ALL DISTRICTS,295326,2011043,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
CGP,HSCY,0028,CACM,-,139795,139795,-,TOTAL FOR ALL DISTRICTS,139795,139795,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
DET,HSCY,1220,CANADA,-,2150,46396,-,TOTAL FOR ALL DISTRICTS,2150,46396,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
CGP,HSCY,1XXX,NORTH AMERICA,-,2150,111882,-,TOTAL FOR ALL DISTRICTS,2150,111882,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
DET,HSCY,2010,MEXICO,-,0,65486,-,TOTAL FOR ALL DISTRICTS,0,65486,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
DET,HSCY,2230,COSTA RICA,-,139795,139795,-,TOTAL FOR ALL DISTRICTS,139795,139795,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
DET,HSCY,2450,HAITI,-,0,2387,-,TOTAL FOR ALL DISTRICTS,0,2387,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
CGP,HSCY,2XXX,CENTRAL AMERICA,-,139795,142182,-,TOTAL FOR ALL DISTRICTS,139795,142182,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
DET,HSCY,4120,UNITED KINGDOM,-,355,355,-,TOTAL FOR ALL DISTRICTS,355,355,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
DET,HSCY,4279,FRANCE,-,142962,850085,-,TOTAL FOR ALL DISTRICTS,142962,850085,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
CGP,HSCY,4XXX,EUROPE,-,143317,850440,-,TOTAL FOR ALL DISTRICTS,143317,850440,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
DET,HSCY,5490,THAILAND,-,0,48828,-,TOTAL FOR ALL DISTRICTS,0,48828,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
DET,HSCY,5520,VIETNAM,-,50360,461130,-,TOTAL FOR ALL DISTRICTS,50360,461130,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
DET,HSCY,5570,MALAYSIA,-,244966,1500245,-,TOTAL FOR ALL DISTRICTS,244966,1500245,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
DET,HSCY,5590,SINGAPORE,-,0,840,-,TOTAL FOR ALL DISTRICTS,0,840,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
DET,HSCY,5700,CHINA,-,36813562,136480468,-,TOTAL FOR ALL DISTRICTS,36813562,136518688,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
DET,HSCY,5800,"KOREA, SOUTH",-,21300,22100,-,TOTAL FOR ALL DISTRICTS,21300,22100,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
DET,HSCY,5820,HONG KONG,-,0,1200,-,TOTAL FOR ALL DISTRICTS,0,1200,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
DET,HSCY,5830,TAIWAN,-,96000,131519,-,TOTAL FOR ALL DISTRICTS,96000,131519,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
CGP,HSCY,5XXX,ASIA,-,37226188,138646330,-,TOTAL FOR ALL DISTRICTS,37226188,138684550,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
DET,HS,-,TOTAL FOR ALL COUNTRIES,-,37511450,139750834,-,TOTAL FOR ALL DISTRICTS,37511450,139789054,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
CGP,HSCYCS,0003,EUROPEAN UNION,00,142962,850085,-,TOTAL FOR ALL DISTRICTS,142962,850085,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
CGP,HSCYCS,0014,PACIFIC RIM COUNTRIES,00,37175828,138136372,-,TOTAL FOR ALL DISTRICTS,37175828,138174592,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
CGP,HSCYCS,0017,CAFTA-DR,00,139795,139795,-,TOTAL FOR ALL DISTRICTS,139795,139795,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
CGP,HSCYCS,0020,NAFTA,00,2150,111882,-,TOTAL FOR ALL DISTRICTS,2150,111882,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
CGP,HSCYCS,0021,TWENTY LATIN AMERICAN REPUBLICS,00,139795,207668,-,TOTAL FOR ALL DISTRICTS,139795,207668,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
CGP,HSCYCS,0022,OECD,00,166767,984422,-,TOTAL FOR ALL DISTRICTS,166767,984422,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
CGP,HSCYCS,0023,NATO,00,145467,896836,-,TOTAL FOR ALL DISTRICTS,145467,896836,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
CGP,HSCYCS,0024,LAFTA,00,0,65486,-,TOTAL FOR ALL DISTRICTS,0,65486,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
CGP,HSCYCS,0025,EURO AREA,00,142962,850085,-,TOTAL FOR ALL DISTRICTS,142962,850085,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
CGP,HSCYCS,0026,APEC,00,37228338,138758212,-,TOTAL FOR ALL DISTRICTS,37228338,138796432,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
CGP,HSCYCS,0027,ASEAN,00,295326,2011043,-,TOTAL FOR ALL DISTRICTS,295326,2011043,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
CGP,HSCYCS,0028,CACM,00,139795,139795,-,TOTAL FOR ALL DISTRICTS,139795,139795,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
DET,HSCYCS,1220,CANADA,00,2150,46396,-,TOTAL FOR ALL DISTRICTS,2150,46396,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
CGP,HSCYCS,1XXX,NORTH AMERICA,00,2150,111882,-,TOTAL FOR ALL DISTRICTS,2150,111882,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
DET,HSCYCS,2010,MEXICO,00,0,65486,-,TOTAL FOR ALL DISTRICTS,0,65486,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
DET,HSCYCS,2230,COSTA RICA,00,139795,139795,-,TOTAL FOR ALL DISTRICTS,139795,139795,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
DET,HSCYCS,2450,HAITI,00,0,2387,-,TOTAL FOR ALL DISTRICTS,0,2387,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
CGP,HSCYCS,2XXX,CENTRAL AMERICA,00,139795,142182,-,TOTAL FOR ALL DISTRICTS,139795,142182,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
DET,HSCYCS,4120,UNITED KINGDOM,00,355,355,-,TOTAL FOR ALL DISTRICTS,355,355,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
DET,HSCYCS,4279,FRANCE,00,142962,850085,-,TOTAL FOR ALL DISTRICTS,142962,850085,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
CGP,HSCYCS,4XXX,EUROPE,00,143317,850440,-,TOTAL FOR ALL DISTRICTS,143317,850440,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
DET,HSCYCS,5490,THAILAND,00,0,48828,-,TOTAL FOR ALL DISTRICTS,0,48828,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
DET,HSCYCS,5520,VIETNAM,00,50360,461130,-,TOTAL FOR ALL DISTRICTS,50360,461130,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
DET,HSCYCS,5570,MALAYSIA,00,244966,1500245,-,TOTAL FOR ALL DISTRICTS,244966,1500245,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
DET,HSCYCS,5590,SINGAPORE,00,0,840,-,TOTAL FOR ALL DISTRICTS,0,840,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
DET,HSCYCS,5700,CHINA,00,36813562,136480468,-,TOTAL FOR ALL DISTRICTS,36813562,136518688,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
DET,HSCYCS,5800,"KOREA, SOUTH",00,21300,22100,-,TOTAL FOR ALL DISTRICTS,21300,22100,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
DET,HSCYCS,5820,HONG KONG,00,0,1200,-,TOTAL FOR ALL DISTRICTS,0,1200,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
DET,HSCYCS,5830,TAIWAN,00,96000,131519,-,TOTAL FOR ALL DISTRICTS,96000,131519,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
CGP,HSCYCS,5XXX,ASIA,00,37226188,138646330,-,TOTAL FOR ALL DISTRICTS,37226188,138684550,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
CGP,HSCYCSDT,0003,EUROPEAN UNION,00,0,1168,10,"NEW YORK CITY, NY",0,1168,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
CGP,HSCYCSDT,0003,EUROPEAN UNION,00,0,13929,20,"NEW ORLEANS, LA",0,13929,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
CGP,HSCYCSDT,0003,EUROPEAN UNION,00,142962,834988,41,"CLEVELAND, OH",142962,834988,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,07
