SUMMARY_LEVEL,SUMMARY_LEVEL_2,COUNTRY_CODE,COUNTRY_NAME,COUNTRY_SUBCODE,GENERAL_VALUES_MONTH,GENERAL_VALUES_YEAR,DISTRICT,DISTRICT_NAME,MONTHLY_CONSUMPTION_VALUE,YEARLY_CONSUMPTION_VALUE,COMMODITY_DESCRIPTION,COMMODITY,YEAR,MONTH
CGP,HSCYDT,0027,ASEAN,-,4310307,6644635,30,"SEATTLE, WA",4310307,6644635,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,0027,ASEAN,-,19081,160814,34,"PEMBINA, ND",19081,160814,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,0027,ASEAN,-,503520,843323,35,"MINNEAPOLIS, MN",503520,843323,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,0027,ASEAN,-,16279,95546,38,"DETROIT, MI",16279,95546,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,0027,ASEAN,-,225900,447546,39,"CHICAGO, IL",225900,447546,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,0027,ASEAN,-,0,6008,41,"CLEVELAND, OH",0,6008,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,0027,ASEAN,-,0,132192,45,"ST. LOUIS, MO",0,132192,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,0027,ASEAN,-,125053,249522,52,"MIAMI, FL",125053,249522,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,0027,ASEAN,-,1581136,4624186,53,"HOUSTON-GALVESTON, TX",1581136,4624186,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,0028,CACM,-,15737,205678,07,"OGDENSBURG, NY",15737,205678,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,0028,CACM,-,103966,135533,09,"BUFFALO, NY",103966,135533,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,0028,CACM,-,16428695,23256839,10,"NEW YORK CITY, NY",16428695,23256839,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,0028,CACM,-,5998,11811,11,"PHILADELPHIA, PA",5998,11811,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,0028,CACM,-,5944924,6672876,13,"BALTIMORE, MD",5944924,6672876,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,0028,CACM,-,2959749,3689041,14,"NORFOLK, VA",2959749,3689041,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,0028,CACM,-,9993580,12191366,16,"CHARLESTON, SC",9993580,12191366,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,0028,CACM,-,2749727,4382131,18,"TAMPA, FL",2749727,4382131,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,0028,CACM,-,4544,4544,19,"MOBILE, AL",4544,4544,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,0028,CACM,-,5544776,16173312,20,"NEW ORLEANS, LA",5544776,16173312,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,0028,CACM,-,0,109371,23,"LAREDO, TX",0,109371,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,0028,CACM,-,611376,990627,27,"LOS ANGELES, CA",611376,990627,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,0028,CACM,-,9847224,11829686,28,"SAN FRANCISCO, CA",9847224,11829686,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,0028,CACM,-,517669,856435,29,"COLUMBIA-SNAKE, OR",517669,856435,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,0028,CACM,-,780974,1215348,35,"MINNEAPOLIS, MN",780974,1215348,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,0028,CACM,-,4579745,7921755,30,"SEATTLE, WA",4579745,7921755,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,0028,CACM,-,9358,18718,33,"GREAT FALLS, MT",9358,18718,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,0028,CACM,-,0,58190,34,"PEMBINA, ND",0,58190,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,0028,CACM,-,315409,715395,38,"DETROIT, MI",315409,715395,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,0028,CACM,-,57918,61126,39,"CHICAGO, IL",57918,61126,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,0028,CACM,-,1316151,1906863,52,"MIAMI, FL",1316151,1906863,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,0028,CACM,-,5904672,10406294,53,"HOUSTON-GALVESTON, TX",5904672,10406294,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,1220,CANADA,-,124300,372808,02,"ST. ALBANS, VT",124300,372808,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,1220,CANADA,-,3998662,6037719,07,"OGDENSBURG, NY",3998662,6037719,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,1220,CANADA,-,9515509,21282515,09,"BUFFALO, NY",9515509,21282515,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,1220,CANADA,-,0,6278,10,"NEW YORK CITY, NY",0,6278,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,1220,CANADA,-,1813397,4236261,30,"SEATTLE, WA",1813397,4236261,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,1220,CANADA,-,938812,1253481,34,"PEMBINA, ND",938812,1253481,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,1220,CANADA,-,11138425,23017392,38,"DETROIT, MI",11138425,23017392,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,1XXX,NORTH AMERICA,-,124300,372808,02,"ST. ALBANS, VT",124300,372808,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,1XXX,NORTH AMERICA,-,3998662,6051961,07,"OGDENSBURG, NY",3998662,6051961,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,1XXX,NORTH AMERICA,-,9538571,21309561,09,"BUFFALO, NY",9538571,21309561,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,1XXX,NORTH AMERICA,-,2605074,5485300,10,"NEW YORK CITY, NY",2605074,5485300,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,1XXX,NORTH AMERICA,-,79900,266530,14,"NORFOLK, VA",79900,266530,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,1XXX,NORTH AMERICA,-,806643,860607,16,"CHARLESTON, SC",806643,860607,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,1XXX,NORTH AMERICA,-,5475,5475,18,"TAMPA, FL",5475,112397,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,1XXX,NORTH AMERICA,-,2031027,3679799,20,"NEW ORLEANS, LA",2031027,3679799,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,1XXX,NORTH AMERICA,-,2215981,4438012,23,"LAREDO, TX",2215981,4438012,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,1XXX,NORTH AMERICA,-,409048,1371344,25,"SAN DIEGO, CA",409048,1371344,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,1XXX,NORTH AMERICA,-,18543,22805,26,"NOGALES, AZ",18543,22805,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,1XXX,NORTH AMERICA,-,228456,320638,27,"LOS ANGELES, CA",228456,320638,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,1XXX,NORTH AMERICA,-,79748,418892,28,"SAN FRANCISCO, CA",79748,418892,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,1XXX,NORTH AMERICA,-,151809,253881,29,"COLUMBIA-SNAKE, OR",151809,253881,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,1XXX,NORTH AMERICA,-,2201873,4928496,30,"SEATTLE, WA",2201873,4928496,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,1XXX,NORTH AMERICA,-,938812,1272001,34,"PEMBINA, ND",938812,1272001,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,1XXX,NORTH AMERICA,-,11145930,23039574,38,"DETROIT, MI",11145930,23039574,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,1XXX,NORTH AMERICA,-,1953301,5322454,49,"SAN JUAN, PR",1953301,5322454,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,1XXX,NORTH AMERICA,-,0,87094,52,"MIAMI, FL",0,87094,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2010,MEXICO,-,2605074,5479022,10,"NEW YORK CITY, NY",2605074,5479022,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
CGP,HSCYDT,1XXX,NORTH AMERICA,-,991413,3021663,53,"HOUSTON-GALVESTON, TX",991413,3021663,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2010,MEXICO,-,0,14242,07,"OGDENSBURG, NY",0,14242,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2010,MEXICO,-,23062,27046,09,"BUFFALO, NY",23062,27046,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2010,MEXICO,-,79900,266530,14,"NORFOLK, VA",79900,266530,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2010,MEXICO,-,806643,860607,16,"CHARLESTON, SC",806643,860607,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2010,MEXICO,-,5475,5475,18,"TAMPA, FL",5475,112397,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2010,MEXICO,-,2031027,3679799,20,"NEW ORLEANS, LA",2031027,3679799,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2010,MEXICO,-,2215981,4438012,23,"LAREDO, TX",2215981,4438012,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2010,MEXICO,-,409048,1371344,25,"SAN DIEGO, CA",409048,1371344,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2010,MEXICO,-,18543,22805,26,"NOGALES, AZ",18543,22805,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2010,MEXICO,-,228456,320638,27,"LOS ANGELES, CA",228456,320638,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2010,MEXICO,-,79748,418892,28,"SAN FRANCISCO, CA",79748,418892,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2010,MEXICO,-,151809,253881,29,"COLUMBIA-SNAKE, OR",151809,253881,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2010,MEXICO,-,388476,692235,30,"SEATTLE, WA",388476,692235,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2010,MEXICO,-,0,18520,34,"PEMBINA, ND",0,18520,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2010,MEXICO,-,7505,22182,38,"DETROIT, MI",7505,22182,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2010,MEXICO,-,1953301,5322454,49,"SAN JUAN, PR",1953301,5322454,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2010,MEXICO,-,0,87094,52,"MIAMI, FL",0,87094,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2010,MEXICO,-,991413,3021663,53,"HOUSTON-GALVESTON, TX",991413,3021663,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2050,GUATEMALA,-,80377,100817,09,"BUFFALO, NY",80377,100817,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2050,GUATEMALA,-,4440291,6352492,10,"NEW YORK CITY, NY",4440291,6352492,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2050,GUATEMALA,-,5998,8311,11,"PHILADELPHIA, PA",5998,8311,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2050,GUATEMALA,-,3476980,3697428,13,"BALTIMORE, MD",3476980,3697428,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2050,GUATEMALA,-,572670,572670,14,"NORFOLK, VA",572670,572670,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2050,GUATEMALA,-,4939316,5852159,16,"CHARLESTON, SC",4939316,5852159,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2050,GUATEMALA,-,1001754,1063732,18,"TAMPA, FL",1001754,1063732,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2050,GUATEMALA,-,1891859,6080458,20,"NEW ORLEANS, LA",1891859,6080458,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2050,GUATEMALA,-,159447,249805,27,"LOS ANGELES, CA",159447,249805,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2050,GUATEMALA,-,1647187,2139626,28,"SAN FRANCISCO, CA",1647187,2139626,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2050,GUATEMALA,-,53006,222296,29,"COLUMBIA-SNAKE, OR",53006,222296,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2050,GUATEMALA,-,708705,1875734,30,"SEATTLE, WA",708705,1875734,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2050,GUATEMALA,-,9358,18718,33,"GREAT FALLS, MT",9358,18718,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2050,GUATEMALA,-,51356,70998,52,"MIAMI, FL",51356,70998,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2050,GUATEMALA,-,304957,368852,35,"MINNEAPOLIS, MN",304957,368852,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2050,GUATEMALA,-,0,21633,38,"DETROIT, MI",0,21633,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2050,GUATEMALA,-,57918,57918,39,"CHICAGO, IL",57918,57918,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2050,GUATEMALA,-,1445899,2421060,53,"HOUSTON-GALVESTON, TX",1445899,2421060,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2110,EL SALVADOR,-,1555763,2293646,10,"NEW YORK CITY, NY",1555763,2293646,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2110,EL SALVADOR,-,0,3500,11,"PHILADELPHIA, PA",0,3500,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2110,EL SALVADOR,-,225246,363227,16,"CHARLESTON, SC",225246,363227,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2110,EL SALVADOR,-,216513,216513,20,"NEW ORLEANS, LA",216513,216513,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2110,EL SALVADOR,-,101234,101234,27,"LOS ANGELES, CA",101234,101234,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2110,EL SALVADOR,-,1179966,1266859,28,"SAN FRANCISCO, CA",1179966,1266859,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2110,EL SALVADOR,-,42384,42384,29,"COLUMBIA-SNAKE, OR",42384,42384,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2110,EL SALVADOR,-,741957,962298,30,"SEATTLE, WA",741957,962298,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2110,EL SALVADOR,-,158957,158957,35,"MINNEAPOLIS, MN",158957,158957,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2110,EL SALVADOR,-,0,3208,39,"CHICAGO, IL",0,3208,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2110,EL SALVADOR,-,540405,1188217,53,"HOUSTON-GALVESTON, TX",540405,1188217,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2150,HONDURAS,-,14910,14910,09,"BUFFALO, NY",14910,14910,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2150,HONDURAS,-,6926543,10066528,10,"NEW YORK CITY, NY",6926543,10066528,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2150,HONDURAS,-,912888,1104700,13,"BALTIMORE, MD",912888,1104700,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2150,HONDURAS,-,1183152,1458834,14,"NORFOLK, VA",1183152,1458834,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2150,HONDURAS,-,1324069,1962542,16,"CHARLESTON, SC",1324069,1962542,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2150,HONDURAS,-,1260917,1750864,18,"TAMPA, FL",1260917,1750864,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2150,HONDURAS,-,4544,4544,19,"MOBILE, AL",4544,4544,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2150,HONDURAS,-,1280318,2347694,20,"NEW ORLEANS, LA",1280318,2347694,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2150,HONDURAS,-,0,109371,23,"LAREDO, TX",0,109371,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2150,HONDURAS,-,41209,41209,27,"LOS ANGELES, CA",41209,41209,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2150,HONDURAS,-,1366275,1583134,28,"SAN FRANCISCO, CA",1366275,1583134,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2150,HONDURAS,-,370030,414168,29,"COLUMBIA-SNAKE, OR",370030,414168,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2150,HONDURAS,-,2025190,2497182,30,"SEATTLE, WA",2025190,2497182,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2150,HONDURAS,-,49697,221351,35,"MINNEAPOLIS, MN",49697,221351,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2150,HONDURAS,-,304860,683213,38,"DETROIT, MI",304860,683213,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2150,HONDURAS,-,661926,883098,52,"MIAMI, FL",661926,883098,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2150,HONDURAS,-,2081102,4539351,53,"HOUSTON-GALVESTON, TX",2081102,4539351,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2190,NICARAGUA,-,1203927,1657537,14,"NORFOLK, VA",1203927,1657537,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2190,NICARAGUA,-,0,189941,07,"OGDENSBURG, NY",0,189941,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2190,NICARAGUA,-,2155080,2391236,10,"NEW YORK CITY, NY",2155080,2391236,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2190,NICARAGUA,-,80298,395990,13,"BALTIMORE, MD",80298,395990,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2190,NICARAGUA,-,1552327,1794762,16,"CHARLESTON, SC",1552327,1794762,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2190,NICARAGUA,-,0,248234,18,"TAMPA, FL",0,248234,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2190,NICARAGUA,-,1150212,4282024,20,"NEW ORLEANS, LA",1150212,4282024,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2190,NICARAGUA,-,0,241661,27,"LOS ANGELES, CA",0,241661,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2190,NICARAGUA,-,3335252,3637930,28,"SAN FRANCISCO, CA",3335252,3637930,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2190,NICARAGUA,-,52249,107049,29,"COLUMBIA-SNAKE, OR",52249,107049,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2190,NICARAGUA,-,696136,1655079,30,"SEATTLE, WA",696136,1655079,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2190,NICARAGUA,-,0,58190,34,"PEMBINA, ND",0,58190,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2190,NICARAGUA,-,235316,243331,52,"MIAMI, FL",235316,243331,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2190,NICARAGUA,-,840062,1147493,53,"HOUSTON-GALVESTON, TX",840062,1147493,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2230,COSTA RICA,-,15737,15737,07,"OGDENSBURG, NY",15737,15737,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2230,COSTA RICA,-,8679,19806,09,"BUFFALO, NY",8679,19806,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2230,COSTA RICA,-,1351018,2152937,10,"NEW YORK CITY, NY",1351018,2152937,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2230,COSTA RICA,-,1474758,1474758,13,"BALTIMORE, MD",1474758,1474758,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
DET,HSCYDT,2230,COSTA RICA,-,1952622,2218676,16,"CHARLESTON, SC",1952622,2218676,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,02
